lookup_name,lookup_name_norm,drug_category,lookup_type,match_pattern,source,nomor_registrasi,zat_aktif
CANDERIN 8,CANDERIN 8,ace_arb,product,CANDESARTAN,curated_rule,DKL1105045910A1,CANDESARTAN CILEXETIL
CANDERIN DUO,CANDERIN DUO,ace_arb,product,CANDESARTAN,curated_rule,DKL2105065610A1,CANDESARTAN CILEXETIL. AMLODIPINE BESILATE
CANDERIN DUO,CANDERIN DUO,ccb,product,AMLODIPINE,curated_rule,DKL2105065610A1,CANDESARTAN CILEXETIL. AMLODIPINE BESILATE
CANDESARTAN,CANDESARTAN,ace_arb,active_alias,CANDESARTAN,curated_rule,,CANDESARTAN
CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,ace_arb,product,CANDESARTAN,curated_rule,GKL1105046010A1 | GKL1105046010B1 | GKL1433531110A1 | GKL1433531110B1 | GKL1502349710A1 | GKL1502349710B1 | GKL1731539210A1 | GKL1731539210B1 | GKL1840503110A1 | GKL1840503110B1 | GKL1921026310A1 | GKL1921026310B1 | GKL2113714110A1 | GKL2113714310A1 | GKL2208520810A1 | GKL2217631410A1 | GKL2217631410B1 | GKL2408520810B1 | GKL2423416810A1 | GKL2523416810B1,CANDESARTAN CILEXETIL
CANDETENS - 16,CANDETENS 16,ace_arb,product,CANDESARTAN,curated_rule,DKL2010811410B1,CANDESARTAN CILEXETIL
CANDETENS - 8,CANDETENS 8,ace_arb,product,CANDESARTAN,curated_rule,DKL2010811410A1,CANDESARTAN CILEXETIL
CANDOTENS 16,CANDOTENS 16,ace_arb,product,CANDESARTAN,curated_rule,DKL1433531210B1,CANDESARTAN CILEXETIL
CANDOTENS 8,CANDOTENS 8,ace_arb,product,CANDESARTAN,curated_rule,DKL1433531210A1,CANDESARTAN CILEXETIL
CAPNEU,CAPNEU,xantin,product,CAFFEINE,curated_rule,DKL2106720443A1,CAFFEINE | CAFFEINE ANHYDROUS
CAPRIBOSE,CAPRIBOSE,antidiabetes,product,ACARBOSE,curated_rule,DKL1632406310B1,ACARBOSE
CAPRIBOSE 100,CAPRIBOSE 100,antidiabetes,product,ACARBOSE,curated_rule,DKL1632406310A1,ACARBOSE
CAPRISULIN LOG-G,CAPRISULIN LOG G,antidiabetes,product,INSULIN,curated_rule,DKL2132408243A1,INSULIN GLARGINE
CAPTOPRIL,CAPTOPRIL,ace_arb,active_alias,CAPTOPRIL,curated_rule,,CAPTOPRIL
CAPTOPRIL,CAPTOPRIL,ace_arb,product,CAPTOPRIL,curated_rule,GKL0619611210A1 | GKL1106506310A1 | GKL1728912610A1 | GKL2244404310A1 | GKL2244404410A1 | GKL2525808710A1 | GKL9320916010B1 | GKL9705023010B1 | GKL9705023010C1 | GKL9719919410A1 | GKL9719919410B1 | GKL9720916010C1,CAPTOPRIL
CARBAMAZEPINE,CARBAMAZEPINE,antikonvulsan,active_alias,CARBAMAZEPINE,curated_rule,,CARBAMAZEPINE
CARBAMAZEPINE,CARBAMAZEPINE,antikonvulsan,product,CARBAMAZEPINE,curated_rule,GKL1433311410A1,CARBAMAZEPINE
CARDEON,CARDEON,statin,product,ROSUVASTATIN,curated_rule,DKL2418835117A1 | DKL2418835117B1,ROSUVASTATIN CALCIUM
CARDICAP 10,CARDICAP 10,ccb,product,AMLODIPINE,curated_rule,DKL1032404610B1,AMLODIPINE BESILATE
CARDICAP 5,CARDICAP 5,ccb,product,AMLODIPINE,curated_rule,DKL1032404610A1,AMLODIPINE BESILATE
CARDIO ASPIRIN,CARDIO ASPIRIN,nsaid,product,ACETYLSALICYLIC,curated_rule,DKI9451600515A1,ACETYLSALICYLIC ACID
CARDIPIN,CARDIPIN,ccb,product,AMLODIPINE,curated_rule,DKL1523413010A1,AMLODIPINE BESILATE
CARDIPIN 10,CARDIPIN 10,ccb,product,AMLODIPINE,curated_rule,DKL1823414604A1,AMLODIPINE BESILATE
CARDISAN 10,CARDISAN 10,ccb,product,AMLODIPINE,curated_rule,DKL0822244610B1,AMLODIPINE BESILATE
CARDISAN 5,CARDISAN 5,ccb,product,AMLODIPINE,curated_rule,DKL0822244610A1,AMLODIPINE BESILATE
CARDUO,CARDUO,ccb,product,AMLODIPINE,curated_rule,DKL2032720917A1,AMLODIPINE BESILATE
CARDUO,CARDUO,statin,product,ATORVASTATIN,curated_rule,DKL2032720917A1,ATORVASTATIN CALCIUM TRIHYDRATE
CARGESIK,CARGESIK,nsaid,product,MEFENAMIC,curated_rule,DKL9323402504A1,MEFENAMIC ACID
CARMELO,CARMELO,ace_arb,product,OLMESARTAN,curated_rule,DKL2333556717A1,OLMESARTAN MEDOXOMIL
CARMELO,CARMELO,ccb,product,AMLODIPINE,curated_rule,DKL2333556717A1,AMLODIPINE BESILATE
CARTYLO,CARTYLO,nsaid,product,ACETYLSALICYLIC,curated_rule,DKL2544411815A1,ACETYLSALICYLIC ACID
CASPERFEN,CASPERFEN,nsaid,product,IBUPROFEN,curated_rule,DKL2358400317A1 | DTL2458400633A1,IBUPROFEN
CATAFLAM,CATAFLAM,nsaid,product,DICLOFENAC,curated_rule,DKI0667504636A1 | DKI2523900316A1 | DKI2523900316B1 | DKL9930408316A1 | DKL9930408316B1,DICLOFENAC POTASSIUM | DICLOFENAC RESINATE
CATAFLAM D,CATAFLAM D,nsaid,product,DICLOFENAC,curated_rule,DKL9930408481A1,DICLOFENAC
CATAFLAM FAST,CATAFLAM FAST,nsaid,product,DICLOFENAC,curated_rule,DKI0767506738A1,DICLOFENAC POTASSIUM
CELEBREX,CELEBREX,nsaid,product,CELECOXIB,curated_rule,DKL1919809701A1 | DKL2019809701B1 | DKL2519809801A1 | DKL2519809901B1,CELECOXIB
CELECOXIB,CELECOXIB,nsaid,active_alias,CELECOXIB,curated_rule,,CELECOXIB
CELECOXIB,CELECOXIB,nsaid,product,CELECOXIB,curated_rule,GKL1943003801A1 | GKL1943003801B1 | GKL2005065001A1 | GKL2005065001B1 | GKL2031547101A1 | GKL2031547101B1 | GKL2033548501A1 | GKL2033548501B1 | GKL2502509001A1 | GKL2502509001B1,CELECOXIB
CELEDIP 100,CELEDIP 100,nsaid,product,CELECOXIB,curated_rule,DKL2502508901A1,CELECOXIB
CELEDIP 200,CELEDIP 200,nsaid,product,CELECOXIB,curated_rule,DKL2502508901B1,CELECOXIB
CELENOX,CELENOX,nsaid,product,CELECOXIB,curated_rule,DKL2005065101A1 | DKL2005065101B1,CELECOXIB
CELLCEPT,CELLCEPT,imunosupresan,product,MYCOPHENOLATE,curated_rule,DKI1057505409A1 | DKI2157510309A1 | DKl1057505409A1,MYCOPHENOLATE MOFETIL
CELMUNOS,CELMUNOS,imunosupresan,product,MYCOPHENOLATE,curated_rule,DKI2055900109A1,MYCOPHENOLATE MOFETIL
CENDO LFX,CENDO LFX,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0803812146A1,LEVOFLOXACIN HEMIHYDRATE
CHOLASTIN,CHOLASTIN,statin,product,ATORVASTATIN,curated_rule,DKL2235311009A1,ATORVASTATIN CALCIUM
CHOLESTAT,CHOLESTAT,statin,product,SIMVASTATIN,curated_rule,DKL0511636817A1 | DKL9611624209A1,SIMVASTATIN
CHOLESTOR,CHOLESTOR,statin,product,ATORVASTATIN,curated_rule,DKL1634604317A1 | DKL1634604317B1,ATORVASTATIN CALCIUM TRIHYDRATE
CICLOSPORIN,CICLOSPORIN,imunosupresan,active_alias,CICLOSPORIN,curated_rule,,CICLOSPORIN
CIFLOS 500,CIFLOS 500,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL9508003817B1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPOL - N,CIPOL N,imunosupresan,product,CICLOSPORIN,curated_rule,DKI2284401035A1,CICLOSPORIN
CIPREC,CIPREC,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL0632400909A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROBIOTIC,CIPROBIOTIC,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL0809319749A1,CIPROFLOXACIN LACTATE
CIPROFLOXACIN,CIPROFLOXACIN,antibiotik_fluorokuinolon,active_alias,CIPROFLOXACIN,curated_rule,,CIPROFLOXACIN
CIPROFLOXACIN,CIPROFLOXACIN,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL0305033149A1 | LKE18209009,CIPROFLOXACIN | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL0208505117A1 | GKL1127913109A1 | GKL2030912509A1 | GKL9605020017B1 | GKL9909210609A1 | LKE19209011,CIPROFLOXACIN HYDROCHLORIDE | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROFLOXACIN HCL MONOHYDRATE,CIPROFLOXACIN HCL MONOHYDRATE,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL0202332317A1 | GKL0433204209A1 | GKL0634005917A1 | GKL9909210609A1,CIPROFLOXACIN HCL MONOHYDRATE | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL0333507809A1 | GKL1807122809A1 | GKL1926013209A1 | GKL1933316849A1 | GKL2016913009A1 | GKL2221909109A1 | GKL2223416109A1 | GKL2306514409A1 | GKL2325806404A1 | GKL2644412209A1 | GKL9821013009B1,CIPROFLOXACIN HCL MONOHYDRATE | CIPROFLOXACIN HYDROCHLORIDE | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL1831409909A1 | GKL2016913009A1 | GKL2558401717A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROFLOXACIN LACTATE,CIPROFLOXACIN LACTATE,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL0733519649A1 | GKL0808515349A1 | GKL0808515349A2 | GKL1019928149A1 | GKL1109320249A1 | GKL2110403149A1 | GKL2240816249A1,CIPROFLOXACIN LACTATE
CIPROFLOXACIN LACTATE MONOHYDRATE,CIPROFLOXACIN LACTATE MONOHYDRATE,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL1002342049A1,CIPROFLOXACIN LACTATE MONOHYDRATE
CIPROFLOXACINE HYDROCHLORIDE,CIPROFLOXACINE HYDROCHLORIDE,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,GKL0333507809A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROIPHA,CIPROIPHA,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL1410401049A1,CIPROFLOXACIN LACTATE
CIPROLEX,CIPROLEX,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL2030912409A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROXA,CIPROXA,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL2625809604A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CIPROXIN,CIPROXIN,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKI9151600249A1,CIPROFLOXACIN | CIPROFLOXACIN LACTATE
CITOSTAN FORTE,CITOSTAN FORTE,nsaid,product,MEFENAMIC,curated_rule,DKL9704005209A1,MEFENAMIC ACID
CIVELL,CIVELL,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL0433511449A2,CIPROFLOXACIN
CIVELL INFUSION,CIVELL INFUSION,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,LKE25335016,CIPROFLOXACIN
CIVELL MR,CIVELL MR,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL1633535814A1,CIPROFLOXACIN | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CLOFECON,CLOFECON,nsaid,product,DICLOFENAC,curated_rule,DKL2115721514A1,DICLOFENAC SODIUM
CLOTASTOP,CLOTASTOP,antikoagulan,product,HEPARIN,curated_rule,DKL2133551743A1,HEPARIN SODIUM
CO-DIOVAN,CO DIOVAN,ace_arb,product,VALSARTAN,curated_rule,DKI0267503217A1,VALSARTAN
CO-IRVELL,CO IRVELL,ace_arb,product,IRBESARTAN,curated_rule,DKL1133525117A1,IRBESARTAN
"CO-TELSARIL 40/12,5",CO TELSARIL 40 12 5,ace_arb,product,TELMISARTAN,curated_rule,DKI1953000104B1,TELMISARTAN. HYDROCHLOROTHIAZIDE
"CO-TELSARIL 80/12,5",CO TELSARIL 80 12 5,ace_arb,product,TELMISARTAN,curated_rule,DKI1953000104A1,TELMISARTAN. HYDROCHLOROTHIAZIDE
COAPROVEL,COAPROVEL,ace_arb,product,IRBESARTAN,curated_rule,DKI1077402817A1 | DKI1077402817B1,HYDROCHLOROTHIAZIDE. IRBESARTAN | IRBESARTAN | IRBESARTAN. HYDROCHLOROTHIAZIDE
COMDIPIN 10,COMDIPIN 10,ccb,product,AMLODIPINE,curated_rule,DKL0804130510B1,AMLODIPINE BESILATE
COMDIPIN 5,COMDIPIN 5,ccb,product,AMLODIPINE,curated_rule,DKL0804130510A1,AMLODIPINE BESILATE
CONTREXYN,CONTREXYN,nsaid,product,ACETYLSALICYLIC,curated_rule,DBL8830700363A1,ACETYLSALICYLIC ACID
COPARA,COPARA,xantin,product,CAFFEINE,curated_rule,DBL9707103104A1,CAFFEINE
COROFLOX,COROFLOX,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL2204218309A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CORTAVAS 10,CORTAVAS 10,statin,product,SIMVASTATIN,curated_rule,DKL1923415117B1,SIMVASTATIN
CORTAVAS 20,CORTAVAS 20,statin,product,SIMVASTATIN,curated_rule,DKL1923415117A1,SIMVASTATIN
CORVASK 10,CORVASK 10,ccb,product,AMLODIPINE,curated_rule,DKL1834012010B1,AMLODIPINE BESILATE
CORVASK 5,CORVASK 5,ccb,product,AMLODIPINE,curated_rule,DKL1834012010A1,AMLODIPINE BESILATE
COUNTERPAIN PXM,COUNTERPAIN PXM,nsaid,product,PIROXICAM,curated_rule,DTL1124403528A1 | LKE25244025,PIROXICAM
COVERAM,COVERAM,ccb,product,AMLODIPINE,curated_rule,DKI1631600710A1 | DKI1631600710B1 | DKI1631600710C1 | DKI1631600710D1,AMLODIPINE BESILATE | AMLODIPINE BESILATE. PERINDOPRIL ARGININE | PERINDOPRIL ARGININE. AMLODIPINE BESILATE
COVETOR 20,COVETOR 20,statin,product,ATORVASTATIN,curated_rule,DKL1419616317B1,ATORVASTATIN CALCIUM | ATORVASTATIN CALCIUM TRIHYDRATE
COXIDA 120,COXIDA 120,nsaid,product,ETORICOXIB,curated_rule,DKL2510602517C1,ETORICOXIB
COXIDA 60,COXIDA 60,nsaid,product,ETORICOXIB,curated_rule,DKL2510602517A1,ETORICOXIB
COXIDA 90,COXIDA 90,nsaid,product,ETORICOXIB,curated_rule,DKL2510602517B1,ETORICOXIB
COXILAB 15,COXILAB 15,nsaid,product,MELOXICAM,curated_rule,DKL2043004510A1,MELOXICAM
COXILAB 7.5,COXILAB 7 5,nsaid,product,MELOXICAM,curated_rule,DKL2043004510B1,MELOXICAM
COXILOID 120,COXILOID 120,nsaid,product,ETORICOXIB,curated_rule,DKL2031410817C1,ETORICOXIB
COXILOID 60,COXILOID 60,nsaid,product,ETORICOXIB,curated_rule,DKL2031410817A1,ETORICOXIB
COXILOID 90,COXILOID 90,nsaid,product,ETORICOXIB,curated_rule,DKL2031410817B1,ETORICOXIB
COXIRON 120,COXIRON 120,nsaid,product,ETORICOXIB,curated_rule,DKL1734606417C1,ETORICOXIB
COXIRON 60,COXIRON 60,nsaid,product,ETORICOXIB,curated_rule,DKL1734606417A1,ETORICOXIB
COXIRON 90,COXIRON 90,nsaid,product,ETORICOXIB,curated_rule,DKL1734606417B1,ETORICOXIB
COXTOR,COXTOR,nsaid,product,ETORICOXIB,curated_rule,DKL2043500917A1 | DKL2043500917B1 | DKL2043500917C1,ETORICOXIB
COZAAR,COZAAR,ace_arb,product,LOSARTAN,curated_rule,DKI1085200717A1 | DKL2006609617A1 | LKE17066175 | LKE18066177,LOSARTAN POTASSIUM
COZAAR XQ,COZAAR XQ,ace_arb,product,LOSARTAN,curated_rule,LKE22066207 | LKE22066208,AMLODIPINE CAMSYLATE. LOSARTAN POTASSIUM | LOSARTAN POTASSIUM. AMLODIPINE CAMSYLATE
COZAAR XQ,COZAAR XQ,ccb,product,AMLODIPINE,curated_rule,LKE22066207 | LKE22066208,AMLODIPINE CAMSYLATE. LOSARTAN POTASSIUM | LOSARTAN POTASSIUM. AMLODIPINE CAMSYLATE
CRAVIT,CRAVIT,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKI0367600546A1 | DKI2167601346A1 | DKL0111632749A2 | DKL1711645109A1 | DKL9711628317A1 | DKL9711628317B1,LEVOFLOXACIN HEMIHYDRATE | LEVOFLOXACIN HYDRATE
CRAVOX,CRAVOX,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0713313149A1,LEVOFLOXACIN HEMIHYDRATE
CRAVOX 500,CRAVOX 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0213311117B1,LEVOFLOXACIN HEMIHYDRATE
CRESTOR,CRESTOR,statin,product,ROSUVASTATIN,curated_rule,DKI1435300817A1 | DKI1435300817B1 | DKI1435300817C1 | DKI1435300817D1 | IKE17596001 | IKE17596002,ROSUVASTATIN CALCIUM
CREZET 10/10,CREZET 10 10,statin,product,ROSUVASTATIN,curated_rule,DKI2549000617B1 | DKI2549000717B1,ROSUVASTATIN CALCIUM
CREZET 10/20,CREZET 10 20,statin,product,ROSUVASTATIN,curated_rule,DKI2549000617C1 | DKI2549000717C1,ROSUVASTATIN CALCIUM
CREZET 10/5,CREZET 10 5,statin,product,ROSUVASTATIN,curated_rule,DKI2549000617A1 | DKI2549000717A1,ROSUVASTATIN CALCIUM
CYCLOSPORINE,CYCLOSPORINE,imunosupresan,active_alias,CYCLOSPORINE,curated_rule,,CYCLOSPORINE
CYFLOXAN,CYFLOXAN,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL2113028809A1,MOXIFLOXACIN HYDROCHLORIDE
DABIGATRAN,DABIGATRAN,antikoagulan,active_alias,DABIGATRAN,curated_rule,,DABIGATRAN
DABITRIN,DABITRIN,antikoagulan,product,DABIGATRAN,curated_rule,DKI2318605101A1 | DKI2318605101B1 | DKI2318605101C1,DABIGATRAN ETEXILATE MESILATE
DAFOXA,DAFOXA,antidiabetes,product,DAPAGLIFLOZIN,curated_rule,DKL2405067517A2,DAPAGLIFLOZIN
DAONIL,DAONIL,antidiabetes,product,GLIBENCLAMIDE,curated_rule,DKL0121203910A1,GLIBENCLAMIDE
DAPAGLIFLOZIN,DAPAGLIFLOZIN,antidiabetes,active_alias,DAPAGLIFLOZIN,curated_rule,,DAPAGLIFLOZIN
DAPAGLIFLOZIN,DAPAGLIFLOZIN,antidiabetes,product,DAPAGLIFLOZIN,curated_rule,GKL2543504617A1 | GKL2543504617B1,DAPAGLIFLOZIN
DAPAGLIFLOZIN PROPANEDIOL HYDRATE,DAPAGLIFLOZIN PROPANEDIOL HYDRATE,antidiabetes,product,DAPAGLIFLOZIN,curated_rule,GKL2417632917A1,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE
DAPAGLIZ,DAPAGLIZ,antidiabetes,product,DAPAGLIFLOZIN,curated_rule,DKL2511648517A1,DAPAGLIFLOZIN
DAPAZOX,DAPAZOX,antidiabetes,product,DAPAGLIFLOZIN,curated_rule,DKI2218604617A1 | DKI2218604617B1 | DKL2543504517A1 | DKL2543504517B1,DAPAGLIFLOZIN
DAPIFLOZIN 10,DAPIFLOZIN 10,antidiabetes,product,DAPAGLIFLOZIN,curated_rule,DKI2350800217A1,DAPAGLIFLOZIN
DATAN FORTE,DATAN FORTE,nsaid,product,MEFENAMIC,curated_rule,DKL8921004104B1,MEFENAMIC ACID
DECOLGEN MAX,DECOLGEN MAX,nsaid,product,IBUPROFEN,curated_rule,LKE17147046,IBUPROFEN. CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE
DENICAM 20,DENICAM 20,nsaid,product,PIROXICAM,curated_rule,DKL9306409601B1,PIROXICAM
DENILOX,DENILOX,nsaid,product,MELOXICAM,curated_rule,DKL1006414010A1,MELOXICAM
DEPAKENE,DEPAKENE,antikonvulsan,product,VALPROIC,curated_rule,DKL7800201637A1 | DKL7800201637A2,VALPROIC ACID
DEPVAL,DEPVAL,antikonvulsan,product,VALPROIC,curated_rule,DKL1633313637A1,VALPROIC ACID
DESARVAS 8,DESARVAS 8,ace_arb,product,CANDESARTAN,curated_rule,DKL2113714410A1,CANDESARTAN CILEXETIL
DEXFEN,DEXFEN,nsaid,product,DEXKETOPROFEN,curated_rule,DKL2002362743A1 | DKL2002363117A1,DEXKETOPROFEN TROMETAMOL
DEXKETOPROFEN,DEXKETOPROFEN,nsaid,active_alias,DEXKETOPROFEN,curated_rule,,DEXKETOPROFEN
DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,product,DEXKETOPROFEN,curated_rule,GKL1331533617A1 | GKL1331533743A1 | GKL1408022417A1 | GKL1415716343A1 | GKL1504523343A1 | GKL1515717517A1 | GKL1913321917A1 | GKL1917628343A1 | GKL2002362843A1 | GKL2002363217A1 | GKL2017629317A1 | GKL2043004117A1 | GKL2043004343A1 | GKL2113714843A1 | GKL2118833843A1 | GKL2213324543A1 | GKL2240815717A1,DEXKETOPROFEN TROMETAMOL
DEXPROFEN,DEXPROFEN,nsaid,product,DEXKETOPROFEN,curated_rule,DKL1918832743A1 | DKL2018833117A1,DEXKETOPROFEN TROMETAMOL
DEXTO,DEXTO,nsaid,product,DEXKETOPROFEN,curated_rule,DKL2040813843A1 | DKL2040814117A1,DEXKETOPROFEN TROMETAMOL
DEXTOFEN,DEXTOFEN,nsaid,product,DEXKETOPROFEN,curated_rule,DKL1504523243A1,DEXKETOPROFEN TROMETAMOL
DIABIT,DIABIT,antidiabetes,product,METFORMIN,curated_rule,DKL0808514910A1,METFORMIN HYDROCHLORIDE
DIAFAC XR,DIAFAC XR,antidiabetes,product,METFORMIN,curated_rule,DKL1919934014A1,METFORMIN HYDROCHLORIDE
DIAFORMIN XR,DIAFORMIN XR,antidiabetes,product,METFORMIN,curated_rule,DKL1418827406A1,METFORMIN HYDROCHLORIDE
DIAGLIFOZ,DIAGLIFOZ,antidiabetes,product,DAPAGLIFLOZIN,curated_rule,DKI2254801617B1,DAPAGLIFLOZIN PREMIX
DIAGLIFOZMET XR,DIAGLIFOZMET XR,antidiabetes,product,DAPAGLIFLOZIN | METFORMIN,curated_rule,DKI2154801117A1 | DKI2154801117B1 | DKI2154801117C1 | DKI2154801117D1,DAPAGLIFLOZIN PREMIX. METFORMIN HYDROCHLORIDE
DIAMICRON,DIAMICRON,antidiabetes,product,GLICLAZIDE,curated_rule,DKL1604524910A1,GLICLAZIDE
DIAMICRON MR 60,DIAMICRON MR 60,antidiabetes,product,GLICLAZIDE,curated_rule,DKI1768601214A1,GLICLAZIDE
DIARVIT,DIARVIT,antidiabetes,product,ACARBOSE,curated_rule,DKL2233554410A1 | DKL2233554410B1,ACARBOSE
DIAVERSA 1,DIAVERSA 1,antidiabetes,product,GLIMEPIRIDE,curated_rule,DKL0434601410A1,GLIMEPIRIDE
DIAVERSA 2,DIAVERSA 2,antidiabetes,product,GLIMEPIRIDE,curated_rule,DKL0434601410B1,GLIMEPIRIDE
DIAVERSA 3,DIAVERSA 3,antidiabetes,product,GLIMEPIRIDE,curated_rule,DKL0434601410C1,GLIMEPIRIDE
DIAVERSA 4,DIAVERSA 4,antidiabetes,product,GLIMEPIRIDE,curated_rule,DKL0434601410D1,GLIMEPIRIDE
DICLOFENAC,DICLOFENAC,nsaid,active_alias,DICLOFENAC,curated_rule,,DICLOFENAC
DICLOFENAC ACID,DICLOFENAC ACID,nsaid,product,DICLOFENAC,curated_rule,GKL2431551401A1 | GKL2431551401B1,DICLOFENAC ACID
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,product,DICLOFENAC,curated_rule,GKL0408511017A1 | GKL1114812317A1 | GKL1421644117A1 | GKL1421644117B1 | GKL1616703217A1 | GKL1843001417A1 | GKL1915629917A1 | GKL1921026909A1 | GKL1943001417B1 | GKL2206514317A1 | GKL2325807610A1 | GKL2528920717A1 | GKL2558402117A1,DICLOFENAC POTASSIUM
DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,product,DICLOFENAC,curated_rule,GKL0302332815A1 | GKL0533514915A1 | GKL1630708915A1 | GKL1705057615A1 | GKL1831116515A1 | GKL1906318815A1 | GKL2021908615A1 | GKL2106320715A1 | GKL2134014415A1 | GKL2244404515A1 | GKL2344406515A1 | GKL2433219015A1 | GKL9807107615B1 | GKL9819920415A1 | GKL9819920415B1,DICLOFENAC SODIUM
DICOREN,DICOREN,nsaid,product,DICLOFENAC,curated_rule,DTL2042800828A1,DICLOFENAC SODIUM
DIFLAM 50,DIFLAM 50,nsaid,product,DICLOFENAC,curated_rule,DKL0617621917B1,DICLOFENAC POTASSIUM
DIGOXIN,DIGOXIN,glikosida_jantung,active_alias,DIGOXIN,curated_rule,,DIGOXIN
DIGOXIN,DIGOXIN,glikosida_jantung,product,DIGOXIN,curated_rule,GKL2015633143A1 | GKL2133552643A1 | GKL9907110910A1,DIGOXIN
DILANTIN,DILANTIN,antikonvulsan,product,PHENYTOIN,curated_rule,DKI2086101943A1 | DKL7219807303A1,PHENYTOIN SODIUM
DILAVASK,DILAVASK,ccb,product,AMLODIPINE,curated_rule,DKL0734606410A1 | DKL1334606410B1,AMLODIPINE BESILATE
DILTIASAN,DILTIASAN,ccb,product,DILTIAZEM,curated_rule,DKL2022259143A1,DILTIAZEM HYDROCHLORIDE
DILTIAZEM,DILTIAZEM,ccb,active_alias,DILTIAZEM,curated_rule,,DILTIAZEM
DILTIAZEM HCL,DILTIAZEM HCL,ccb,product,DILTIAZEM,curated_rule,GKL9005007310A1,DILTIAZEM HYDROCHLORIDE
DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ccb,product,DILTIAZEM,curated_rule,GKL1731539443A1,DILTIAZEM HYDROCHLORIDE
DIOVAN,DIOVAN,ace_arb,product,VALSARTAN,curated_rule,DKI2197301217A1 | DKI2197301217B1 | DKI2197301217C1 | DKI2601700717A1 | DKI2601700717B1 | DKI2601700717C1,VALSARTAN
DIVASK,DIVASK,ccb,product,AMLODIPINE,curated_rule,DKL0711638410A1 | DKL0711638410B1,AMLODIPINE BESILATE
DIVITI,DIVITI,antikoagulan,product,FONDAPARINUX,curated_rule,DKL1605053143A1,FONDAPARINUX SODIUM
DIVOLTAR,DIVOLTAR,nsaid,product,DICLOFENAC,curated_rule,DKL8811606915B1,DICLOFENAC SODIUM
DKP,DKP,nsaid,product,DEXKETOPROFEN,curated_rule,DKL1034608843A1,DEXKETOPROFEN TROMETAMOL
DKP 25,DKP 25,nsaid,product,DEXKETOPROFEN,curated_rule,DKL0934608717A1,DEXKETOPROFEN TROMETAMOL
