food_id,nutrition_key,food_name,source,status
344,Emping komak,Emping komak,nutrition1_indonesia,AVAILABLE
345,Encung asam segar,Encung asam segar,nutrition1_indonesia,AVAILABLE
346,Enting-enting gepuk hello kity,Enting-enting gepuk hello kity,nutrition1_indonesia,AVAILABLE
347,Enting-enting gepuk kacang tanah,Enting-enting gepuk kacang tanah,nutrition1_indonesia,AVAILABLE
348,Enting-enting wijen,Enting-enting wijen,nutrition1_indonesia,AVAILABLE
349,Erbis,Erbis,nutrition1_indonesia,AVAILABLE
350,Es krim,Es krim,nutrition1_indonesia,AVAILABLE
351,Es Krim (Coconut milk),Es Krim (Coconut milk),nutrition1_indonesia,AVAILABLE
352,Es Mambo,Es Mambo,nutrition1_indonesia,AVAILABLE
353,Es Sirup,Es Sirup,nutrition1_indonesia,AVAILABLE
354,Fillet o-fish,Fillet o-fish,nutrition1_indonesia,AVAILABLE
355,Gadeng/Gadung kering,Gadeng/Gadung kering,nutrition1_indonesia,AVAILABLE
356,Gado-gado,Gado-gado,nutrition1_indonesia,AVAILABLE
357,Gadung kukus,Gadung kukus,nutrition1_indonesia,AVAILABLE
358,Gadung mentah,Gadung mentah,nutrition1_indonesia,AVAILABLE
359,Gadung ubi kukus,Gadung ubi kukus,nutrition1_indonesia,AVAILABLE
360,Gadung ubi segar,Gadung ubi segar,nutrition1_indonesia,AVAILABLE
361,Gambas (Oyong),Gambas (Oyong),nutrition1_indonesia,AVAILABLE
362,Gambas lodeh,Gambas lodeh,nutrition1_indonesia,AVAILABLE
363,Gandaria,Gandaria,nutrition1_indonesia,AVAILABLE
364,Ganyong kukus,Ganyong kukus,nutrition1_indonesia,AVAILABLE
365,Ganyong mentah,Ganyong mentah,nutrition1_indonesia,AVAILABLE
366,Ganyong rebus,Ganyong rebus,nutrition1_indonesia,AVAILABLE
367,Ganyong segar,Ganyong segar,nutrition1_indonesia,AVAILABLE
368,Gaplek,Gaplek,nutrition1_indonesia,AVAILABLE
369,Gatep segar,Gatep segar,nutrition1_indonesia,AVAILABLE
370,Gatot,Gatot,nutrition1_indonesia,AVAILABLE
371,Geblek,Geblek,nutrition1_indonesia,AVAILABLE
372,Gelatine,Gelatine,nutrition1_indonesia,AVAILABLE
373,Gembili,Gembili,nutrition1_indonesia,AVAILABLE
374,Gembili ubi segar,Gembili ubi segar,nutrition1_indonesia,AVAILABLE
375,Gemblong,Gemblong,nutrition1_indonesia,AVAILABLE
376,Gendar goreng,Gendar goreng,nutrition1_indonesia,AVAILABLE
377,Genjer segar,Genjer segar,nutrition1_indonesia,AVAILABLE
378,Geplak,Geplak,nutrition1_indonesia,AVAILABLE
379,Geplak jahe,Geplak jahe,nutrition1_indonesia,AVAILABLE
380,Gete kuah asam masakan,Gete kuah asam masakan,nutrition1_indonesia,AVAILABLE
381,Getuk goreng,Getuk goreng,nutrition1_indonesia,AVAILABLE
382,Getuk Lindri,Getuk Lindri,nutrition1_indonesia,AVAILABLE
383,Getuk pisang,Getuk pisang,nutrition1_indonesia,AVAILABLE
384,Getuk singkong,Getuk singkong,nutrition1_indonesia,AVAILABLE
385,Ginjal Babi,Ginjal Babi,nutrition1_indonesia,AVAILABLE
386,Ginjal Domba,Ginjal Domba,nutrition1_indonesia,AVAILABLE
387,Ginjal Sapi,Ginjal Sapi,nutrition1_indonesia,AVAILABLE
388,Gudeg,Gudeg,nutrition1_indonesia,AVAILABLE
389,Gudeg sayur,Gudeg sayur,nutrition1_indonesia,AVAILABLE
390,Gula Aren,Gula Aren,nutrition1_indonesia,AVAILABLE
391,Gula Kelapa,Gula Kelapa,nutrition1_indonesia,AVAILABLE
392,Gula Merah Tebu belum dimurnikan,Gula Merah Tebu belum dimurnikan,nutrition1_indonesia,AVAILABLE
393,Gula putih,Gula putih,nutrition1_indonesia,AVAILABLE
394,Gulai asam keueung masakan,Gulai asam keueung masakan,nutrition1_indonesia,AVAILABLE
395,Gulai ikan masakan,Gulai ikan masakan,nutrition1_indonesia,AVAILABLE
396,Gulai ikan paya masakan,Gulai ikan paya masakan,nutrition1_indonesia,AVAILABLE
397,Gulai kambing,Gulai kambing,nutrition1_indonesia,AVAILABLE
398,Gulai keumamah masakan,Gulai keumamah masakan,nutrition1_indonesia,AVAILABLE
399,Gulai pakis,Gulai pakis,nutrition1_indonesia,AVAILABLE
400,Gulai pliek,Gulai pliek,nutrition1_indonesia,AVAILABLE
401,Gulai tiram masakan,Gulai tiram masakan,nutrition1_indonesia,AVAILABLE
402,Gurame asem manis masakan,Gurame asem manis masakan,nutrition1_indonesia,AVAILABLE
403,Gurandil,Gurandil,nutrition1_indonesia,AVAILABLE
404,Ham,Ham,nutrition1_indonesia,AVAILABLE
405,Hangop,Hangop,nutrition1_indonesia,AVAILABLE
406,Hati Babi,Hati Babi,nutrition1_indonesia,AVAILABLE
407,Hati Sapi,Hati Sapi,nutrition1_indonesia,AVAILABLE
408,Havermout,Havermout,nutrition1_indonesia,AVAILABLE
409,Hofa/Ubi hutan segar,Hofa/Ubi hutan segar,nutrition1_indonesia,AVAILABLE
410,Ikan asar merah masakan,Ikan asar merah masakan,nutrition1_indonesia,AVAILABLE
411,Ikan Asin bilis goreng,Ikan Asin bilis goreng,nutrition1_indonesia,AVAILABLE
412,Ikan Asin gabus goreng,Ikan Asin gabus goreng,nutrition1_indonesia,AVAILABLE
413,Ikan Asin japuh goreng,Ikan Asin japuh goreng,nutrition1_indonesia,AVAILABLE
414,Ikan Asin kering,Ikan Asin kering,nutrition1_indonesia,AVAILABLE
415,Ikan Asin pari goreng,Ikan Asin pari goreng,nutrition1_indonesia,AVAILABLE
416,Ikan Asin pepetek goreng,Ikan Asin pepetek goreng,nutrition1_indonesia,AVAILABLE
417,Ikan Asin sirinding goreng,Ikan Asin sirinding goreng,nutrition1_indonesia,AVAILABLE
418,Ikan Asin teri goreng,Ikan Asin teri goreng,nutrition1_indonesia,AVAILABLE
419,Ikan Bader (Tawes),Ikan Bader (Tawes),nutrition1_indonesia,AVAILABLE
420,Ikan balong segar,Ikan balong segar,nutrition1_indonesia,AVAILABLE
421,Ikan bambangan segar,Ikan bambangan segar,nutrition1_indonesia,AVAILABLE
422,Ikan Bandeng,Ikan Bandeng,nutrition1_indonesia,AVAILABLE
423,Ikan bandeng presto masakan,Ikan bandeng presto masakan,nutrition1_indonesia,AVAILABLE
424,Ikan banjar segar,Ikan banjar segar,nutrition1_indonesia,AVAILABLE
425,Ikan baronang segar,Ikan baronang segar,nutrition1_indonesia,AVAILABLE
426,Ikan baung bakar,Ikan baung bakar,nutrition1_indonesia,AVAILABLE
427,Ikan baung segar,Ikan baung segar,nutrition1_indonesia,AVAILABLE
428,Ikan Bawal,Ikan Bawal,nutrition1_indonesia,AVAILABLE
429,Ikan Bekasang,Ikan Bekasang,nutrition1_indonesia,AVAILABLE
430,Ikan Belida bakar,Ikan Belida bakar,nutrition1_indonesia,AVAILABLE
431,Ikan Belida segar,Ikan Belida segar,nutrition1_indonesia,AVAILABLE
432,Ikan Belut Segar goreng,Ikan Belut Segar goreng,nutrition1_indonesia,AVAILABLE
433,Ikan Belut Segar mentah,Ikan Belut Segar mentah,nutrition1_indonesia,AVAILABLE
434,Ikan Beunteur,Ikan Beunteur,nutrition1_indonesia,AVAILABLE
435,Ikan biawan segar,Ikan biawan segar,nutrition1_indonesia,AVAILABLE
436,Ikan bili segar,Ikan bili segar,nutrition1_indonesia,AVAILABLE
437,Ikan bubara segar,Ikan bubara segar,nutrition1_indonesia,AVAILABLE
438,Ikan bulan-bulan segar,Ikan bulan-bulan segar,nutrition1_indonesia,AVAILABLE
439,Ikan cakalang asap mentah,Ikan cakalang asap mentah,nutrition1_indonesia,AVAILABLE
440,Ikan cakalang asin mentah,Ikan cakalang asin mentah,nutrition1_indonesia,AVAILABLE
441,Ikan cakalang hati segar,Ikan cakalang hati segar,nutrition1_indonesia,AVAILABLE
442,Ikan cakalang jantung segar,Ikan cakalang jantung segar,nutrition1_indonesia,AVAILABLE
443,Ikan cakalang perut segar,Ikan cakalang perut segar,nutrition1_indonesia,AVAILABLE
444,Ikan cakalang segar,Ikan cakalang segar,nutrition1_indonesia,AVAILABLE
445,Ikan calo/ peda mentah,Ikan calo/ peda mentah,nutrition1_indonesia,AVAILABLE
446,Ikan daun segar,Ikan daun segar,nutrition1_indonesia,AVAILABLE
447,Ikan Ekor Kuning,Ikan Ekor Kuning,nutrition1_indonesia,AVAILABLE
448,Ikan Gabus asap mentah,Ikan Gabus asap mentah,nutrition1_indonesia,AVAILABLE
449,Ikan Gabus kering,Ikan Gabus kering,nutrition1_indonesia,AVAILABLE
450,Ikan Gabus segar,Ikan Gabus segar,nutrition1_indonesia,AVAILABLE
451,Ikan gete goreng,Ikan gete goreng,nutrition1_indonesia,AVAILABLE
452,Ikan hitam segar,Ikan hitam segar,nutrition1_indonesia,AVAILABLE
453,Ikan hiu kering,Ikan hiu kering,nutrition1_indonesia,AVAILABLE
454,Ikan hiu segar,Ikan hiu segar,nutrition1_indonesia,AVAILABLE
455,Ikan kacangan segar,Ikan kacangan segar,nutrition1_indonesia,AVAILABLE
456,Ikan kakap segar,Ikan kakap segar,nutrition1_indonesia,AVAILABLE
457,Ikan kakatua segar,Ikan kakatua segar,nutrition1_indonesia,AVAILABLE
458,Ikan kapar segar,Ikan kapar segar,nutrition1_indonesia,AVAILABLE
459,Ikan katombo asin,Ikan katombo asin,nutrition1_indonesia,AVAILABLE
460,Ikan kawalinya segar,Ikan kawalinya segar,nutrition1_indonesia,AVAILABLE
461,Ikan kayu kering,Ikan kayu kering,nutrition1_indonesia,AVAILABLE
462,Ikan Kembung,Ikan Kembung,nutrition1_indonesia,AVAILABLE
463,Ikan kima segar,Ikan kima segar,nutrition1_indonesia,AVAILABLE
464,Ikan Lais bakar,Ikan Lais bakar,nutrition1_indonesia,AVAILABLE
465,Ikan Layang,Ikan Layang,nutrition1_indonesia,AVAILABLE
466,Ikan layur segar,Ikan layur segar,nutrition1_indonesia,AVAILABLE
467,Ikan lehoma segar,Ikan lehoma segar,nutrition1_indonesia,AVAILABLE
468,Ikan Lele goreng,Ikan Lele goreng,nutrition1_indonesia,AVAILABLE
469,Ikan Lemuru,Ikan Lemuru,nutrition1_indonesia,AVAILABLE
470,Ikan lidah segar,Ikan lidah segar,nutrition1_indonesia,AVAILABLE
471,Ikan lomak asin mentah,Ikan lomak asin mentah,nutrition1_indonesia,AVAILABLE
472,Ikan malalugis segar,Ikan malalugis segar,nutrition1_indonesia,AVAILABLE
473,Ikan Mas,Ikan Mas,nutrition1_indonesia,AVAILABLE
474,Ikan Mas goreng,Ikan Mas goreng,nutrition1_indonesia,AVAILABLE
475,Ikan Mas pepes,Ikan Mas pepes,nutrition1_indonesia,AVAILABLE
476,Ikan mayong segar,Ikan mayong segar,nutrition1_indonesia,AVAILABLE
477,Ikan Mujair dendeng goreng,Ikan Mujair dendeng goreng,nutrition1_indonesia,AVAILABLE
478,Ikan Mujair dendeng mentah,Ikan Mujair dendeng mentah,nutrition1_indonesia,AVAILABLE
479,Ikan Mujair goreng,Ikan Mujair goreng,nutrition1_indonesia,AVAILABLE
480,Ikan Mujair pepes,Ikan Mujair pepes,nutrition1_indonesia,AVAILABLE
481,Ikan Mujair segar,Ikan Mujair segar,nutrition1_indonesia,AVAILABLE
482,Ikan nasu metti segar,Ikan nasu metti segar,nutrition1_indonesia,AVAILABLE
483,Ikan oci kembung segar,Ikan oci kembung segar,nutrition1_indonesia,AVAILABLE
484,Ikan Papuyu bakar,Ikan Papuyu bakar,nutrition1_indonesia,AVAILABLE
485,Ikan papuyu/ betok segar,Ikan papuyu/ betok segar,nutrition1_indonesia,AVAILABLE
486,Ikan Patin bakar,Ikan Patin bakar,nutrition1_indonesia,AVAILABLE
487,Ikan Patin segar,Ikan Patin segar,nutrition1_indonesia,AVAILABLE
488,Ikan peda banjar mentah,Ikan peda banjar mentah,nutrition1_indonesia,AVAILABLE
489,Ikan Pepetek,Ikan Pepetek,nutrition1_indonesia,AVAILABLE
490,Ikan Pindang banjar mentah,Ikan Pindang banjar mentah,nutrition1_indonesia,AVAILABLE
491,Ikan Pindang benggol mentah,Ikan Pindang benggol mentah,nutrition1_indonesia,AVAILABLE
492,Ikan Pindang layang mentah,Ikan Pindang layang mentah,nutrition1_indonesia,AVAILABLE
493,Ikan Pindang selar mentah,Ikan Pindang selar mentah,nutrition1_indonesia,AVAILABLE
494,Ikan sale lais mentah,Ikan sale lais mentah,nutrition1_indonesia,AVAILABLE
495,Ikan Sale segar,Ikan Sale segar,nutrition1_indonesia,AVAILABLE
496,Ikan saluang kering mentah,Ikan saluang kering mentah,nutrition1_indonesia,AVAILABLE
497,Ikan saluang segar,Ikan saluang segar,nutrition1_indonesia,AVAILABLE
498,Ikan sanggang masakan,Ikan sanggang masakan,nutrition1_indonesia,AVAILABLE
499,Ikan sarden segar,Ikan sarden segar,nutrition1_indonesia,AVAILABLE
500,Ikan Segar,Ikan Segar,nutrition1_indonesia,AVAILABLE
501,Ikan Selar kering,Ikan Selar kering,nutrition1_indonesia,AVAILABLE
502,Ikan selar kuning cue mentah,Ikan selar kuning cue mentah,nutrition1_indonesia,AVAILABLE
503,Ikan selar segar,Ikan selar segar,nutrition1_indonesia,AVAILABLE
504,Ikan Sepat kering,Ikan Sepat kering,nutrition1_indonesia,AVAILABLE
505,Ikan sepat segar,Ikan sepat segar,nutrition1_indonesia,AVAILABLE
506,Ikan sidat segar,Ikan sidat segar,nutrition1_indonesia,AVAILABLE
507,Ikan sunu asin mentah,Ikan sunu asin mentah,nutrition1_indonesia,AVAILABLE
508,Ikan sunu segar,Ikan sunu segar,nutrition1_indonesia,AVAILABLE
509,Ikan tahuman segar,Ikan tahuman segar,nutrition1_indonesia,AVAILABLE
510,Ikan tarmon segar,Ikan tarmon segar,nutrition1_indonesia,AVAILABLE
511,Ikan telan segar,Ikan telan segar,nutrition1_indonesia,AVAILABLE
512,Ikan telur asin mentah,Ikan telur asin mentah,nutrition1_indonesia,AVAILABLE
513,Ikan Tembang,Ikan Tembang,nutrition1_indonesia,AVAILABLE
514,Ikan tempahas segar,Ikan tempahas segar,nutrition1_indonesia,AVAILABLE
515,Ikan tepung mentah,Ikan tepung mentah,nutrition1_indonesia,AVAILABLE
516,Ikan terbang segar,Ikan terbang segar,nutrition1_indonesia,AVAILABLE
517,Ikan Teri bubuk,Ikan Teri bubuk,nutrition1_indonesia,AVAILABLE
518,Ikan Teri kering,Ikan Teri kering,nutrition1_indonesia,AVAILABLE
519,Ikan Teri Kering tawar,Ikan Teri Kering tawar,nutrition1_indonesia,AVAILABLE
520,Ikan Teri Nasi kering,Ikan Teri Nasi kering,nutrition1_indonesia,AVAILABLE
521,Ikan teri segar,Ikan teri segar,nutrition1_indonesia,AVAILABLE
522,Ikan Teri tepung,Ikan Teri tepung,nutrition1_indonesia,AVAILABLE
523,Ikan titang segar,Ikan titang segar,nutrition1_indonesia,AVAILABLE
524,Ikan tongkol segar,Ikan tongkol segar,nutrition1_indonesia,AVAILABLE
525,Ikan turi segar,Ikan turi segar,nutrition1_indonesia,AVAILABLE
526,Intip goreng,Intip goreng,nutrition1_indonesia,AVAILABLE
527,Itik alabio daging dendeng mentah,Itik alabio daging dendeng mentah,nutrition1_indonesia,AVAILABLE
528,Jagung grontol,Jagung grontol,nutrition1_indonesia,AVAILABLE
529,Jagung Kuning giling,Jagung Kuning giling,nutrition1_indonesia,AVAILABLE
530,Jagung Kuning muda,Jagung Kuning muda,nutrition1_indonesia,AVAILABLE
531,Jagung Kuning pipil baru,Jagung Kuning pipil baru,nutrition1_indonesia,AVAILABLE
532,Jagung kuning pipil kering mentah,Jagung kuning pipil kering mentah,nutrition1_indonesia,AVAILABLE
533,Jagung Kuning pipil lama,Jagung Kuning pipil lama,nutrition1_indonesia,AVAILABLE
534,Jagung kuning pipil rebus,Jagung kuning pipil rebus,nutrition1_indonesia,AVAILABLE
535,Jagung Kuning segar,Jagung Kuning segar,nutrition1_indonesia,AVAILABLE
536,Jagung kuning tepung,Jagung kuning tepung,nutrition1_indonesia,AVAILABLE
537,Jagung muda,Jagung muda,nutrition1_indonesia,AVAILABLE
538,Jagung muda kuning mentah,Jagung muda kuning mentah,nutrition1_indonesia,AVAILABLE
539,Jagung muda rebus,Jagung muda rebus,nutrition1_indonesia,AVAILABLE
540,Jagung pipil var. harapan kering,Jagung pipil var. harapan kering,nutrition1_indonesia,AVAILABLE
541,Jagung pipil var. metro kering,Jagung pipil var. metro kering,nutrition1_indonesia,AVAILABLE
542,Jagung Putih giling,Jagung Putih giling,nutrition1_indonesia,AVAILABLE
543,Jagung Putih muda,Jagung Putih muda,nutrition1_indonesia,AVAILABLE
544,Jagung Putih pipil baru,Jagung Putih pipil baru,nutrition1_indonesia,AVAILABLE
545,Jagung Putih pipil lama,Jagung Putih pipil lama,nutrition1_indonesia,AVAILABLE
546,Jagung Putih segar,Jagung Putih segar,nutrition1_indonesia,AVAILABLE
547,Jagung Rebus,Jagung Rebus,nutrition1_indonesia,AVAILABLE
548,Jagung Sayur (tumis),Jagung Sayur (tumis),nutrition1_indonesia,AVAILABLE
549,Jagung titi,Jagung titi,nutrition1_indonesia,AVAILABLE
550,Jahe,Jahe,nutrition1_indonesia,AVAILABLE
551,Jali,Jali,nutrition1_indonesia,AVAILABLE
552,Jam selai,Jam selai,nutrition1_indonesia,AVAILABLE
553,Jambal goreng,Jambal goreng,nutrition1_indonesia,AVAILABLE
554,Jambu Air,Jambu Air,nutrition1_indonesia,AVAILABLE
555,Jambu Biji,Jambu Biji,nutrition1_indonesia,AVAILABLE
556,Jambu biji putih tidak berbiji,Jambu biji putih tidak berbiji,nutrition1_indonesia,AVAILABLE
557,Jambu Bol,Jambu Bol,nutrition1_indonesia,AVAILABLE
558,Jambu Monyet buah,Jambu Monyet buah,nutrition1_indonesia,AVAILABLE
559,Jampang huma mentah,Jampang huma mentah,nutrition1_indonesia,AVAILABLE
560,Jamur Coklat (kulat siau),Jamur Coklat (kulat siau),nutrition1_indonesia,AVAILABLE
561,Jamur encik,Jamur encik,nutrition1_indonesia,AVAILABLE
562,Jamur kuping kering,Jamur kuping kering,nutrition1_indonesia,AVAILABLE
563,Jamur kuping segar,Jamur kuping segar,nutrition1_indonesia,AVAILABLE
564,Jamur merang segar,Jamur merang segar,nutrition1_indonesia,AVAILABLE
565,Jamur Putih (kulat putih),Jamur Putih (kulat putih),nutrition1_indonesia,AVAILABLE
566,Jamur sagu,Jamur sagu,nutrition1_indonesia,AVAILABLE
567,Jamur tiram segar,Jamur tiram segar,nutrition1_indonesia,AVAILABLE
568,Jangang bintatoeng masakan,Jangang bintatoeng masakan,nutrition1_indonesia,AVAILABLE
569,Jantung Pisang segar,Jantung Pisang segar,nutrition1_indonesia,AVAILABLE
570,Japilus,Japilus,nutrition1_indonesia,AVAILABLE
571,Jaruk Tigarun,Jaruk Tigarun,nutrition1_indonesia,AVAILABLE
572,Jawawut,Jawawut,nutrition1_indonesia,AVAILABLE
573,Jenang,Jenang,nutrition1_indonesia,AVAILABLE
574,Jengkol segar,Jengkol segar,nutrition1_indonesia,AVAILABLE
575,Jeruk Bali,Jeruk Bali,nutrition1_indonesia,AVAILABLE
576,Jeruk banjar segar,Jeruk banjar segar,nutrition1_indonesia,AVAILABLE
577,Jeruk Garut,Jeruk Garut,nutrition1_indonesia,AVAILABLE
578,Jeruk Kalamansi segar,Jeruk Kalamansi segar,nutrition1_indonesia,AVAILABLE
579,Jeruk Manis,Jeruk Manis,nutrition1_indonesia,AVAILABLE
580,Jeruk Nipis,Jeruk Nipis,nutrition1_indonesia,AVAILABLE
581,Jeruk ragi segar,Jeruk ragi segar,nutrition1_indonesia,AVAILABLE
582,Jotang,Jotang,nutrition1_indonesia,AVAILABLE
583,Jukku pallu kaloa masakan,Jukku pallu kaloa masakan,nutrition1_indonesia,AVAILABLE
584,Kabau segar,Kabau segar,nutrition1_indonesia,AVAILABLE
585,Kaburan ubi segar,Kaburan ubi segar,nutrition1_indonesia,AVAILABLE
586,Kabuto,Kabuto,nutrition1_indonesia,AVAILABLE
587,Kacang Andong,Kacang Andong,nutrition1_indonesia,AVAILABLE
588,Kacang Arab,Kacang Arab,nutrition1_indonesia,AVAILABLE
589,Kacang atom,Kacang atom,nutrition1_indonesia,AVAILABLE
590,Kacang babi kering,Kacang babi kering,nutrition1_indonesia,AVAILABLE
591,Kacang belimbing (kecipir) kering,Kacang belimbing (kecipir) kering,nutrition1_indonesia,AVAILABLE
592,Kacang Belimbing rebus,Kacang Belimbing rebus,nutrition1_indonesia,AVAILABLE
593,Kacang Belimbing tempe,Kacang Belimbing tempe,nutrition1_indonesia,AVAILABLE
594,Kacang beracun segar,Kacang beracun segar,nutrition1_indonesia,AVAILABLE
595,Kacang Bogor goreng,Kacang Bogor goreng,nutrition1_indonesia,AVAILABLE
596,Kacang bogor kering,Kacang bogor kering,nutrition1_indonesia,AVAILABLE
597,Kacang Bogor rebus,Kacang Bogor rebus,nutrition1_indonesia,AVAILABLE
598,Kacang bogor segar,Kacang bogor segar,nutrition1_indonesia,AVAILABLE
599,Kacang Endel biji,Kacang Endel biji,nutrition1_indonesia,AVAILABLE
600,Kacang ercis segar,Kacang ercis segar,nutrition1_indonesia,AVAILABLE
601,kacang galing segar,kacang galing segar,nutrition1_indonesia,AVAILABLE
602,Kacang goyang,Kacang goyang,nutrition1_indonesia,AVAILABLE
603,Kacang Gude biji,Kacang Gude biji,nutrition1_indonesia,AVAILABLE
604,Kacang gude biji kering,Kacang gude biji kering,nutrition1_indonesia,AVAILABLE
605,Kacang Gude biji muda,Kacang Gude biji muda,nutrition1_indonesia,AVAILABLE
606,Kacang Gude muda,Kacang Gude muda,nutrition1_indonesia,AVAILABLE
607,Kacang gude rebus,Kacang gude rebus,nutrition1_indonesia,AVAILABLE
608,Kacang hijau kering,Kacang hijau kering,nutrition1_indonesia,AVAILABLE
609,kacang hijau rebus,kacang hijau rebus,nutrition1_indonesia,AVAILABLE
610,Kacang hijau var. bakti kering,Kacang hijau var. bakti kering,nutrition1_indonesia,AVAILABLE
611,Kacang hijau var. siwalik kering,Kacang hijau var. siwalik kering,nutrition1_indonesia,AVAILABLE
612,Kacang hitam kering,Kacang hitam kering,nutrition1_indonesia,AVAILABLE
613,Kacang Ijo,Kacang Ijo,nutrition1_indonesia,AVAILABLE
614,Kacang Kapri Goreng,Kacang Kapri Goreng,nutrition1_indonesia,AVAILABLE
615,Kacang Kapri muda,Kacang Kapri muda,nutrition1_indonesia,AVAILABLE
616,Kacang Kedelai basah,Kacang Kedelai basah,nutrition1_indonesia,AVAILABLE
617,Kacang kedelai goreng,Kacang kedelai goreng,nutrition1_indonesia,AVAILABLE
618,Kacang kedelai kering,Kacang kedelai kering,nutrition1_indonesia,AVAILABLE
619,Kacang Kedelai kukus,Kacang Kedelai kukus,nutrition1_indonesia,AVAILABLE
620,Kacang kedelai rebus,Kacang kedelai rebus,nutrition1_indonesia,AVAILABLE
621,Kacang kedelai segar,Kacang kedelai segar,nutrition1_indonesia,AVAILABLE
622,Kacang komak segar,Kacang komak segar,nutrition1_indonesia,AVAILABLE
623,Kacang kuning kering,Kacang kuning kering,nutrition1_indonesia,AVAILABLE
624,Kacang lebui /iris kering,Kacang lebui /iris kering,nutrition1_indonesia,AVAILABLE
625,Kacang mekah polong segar,Kacang mekah polong segar,nutrition1_indonesia,AVAILABLE
626,Kacang mentega kering,Kacang mentega kering,nutrition1_indonesia,AVAILABLE
627,Kacang Merah,Kacang Merah,nutrition1_indonesia,AVAILABLE
628,Kacang merah /banda kering,Kacang merah /banda kering,nutrition1_indonesia,AVAILABLE
629,Kacang merah kering,Kacang merah kering,nutrition1_indonesia,AVAILABLE
630,Kacang Merah kering rebus,Kacang Merah kering rebus,nutrition1_indonesia,AVAILABLE
631,Kacang merah segar,Kacang merah segar,nutrition1_indonesia,AVAILABLE
632,Kacang Merah segar rebus,Kacang Merah segar rebus,nutrition1_indonesia,AVAILABLE
633,Kacang merah tua kering,Kacang merah tua kering,nutrition1_indonesia,AVAILABLE
634,Kacang mete/biji jambu monyet goreng,Kacang mete/biji jambu monyet goreng,nutrition1_indonesia,AVAILABLE
635,Kacang mete/biji jambu monyet segar,Kacang mete/biji jambu monyet segar,nutrition1_indonesia,AVAILABLE
636,Kacang negara,Kacang negara,nutrition1_indonesia,AVAILABLE
637,Kacang Panjang,Kacang Panjang,nutrition1_indonesia,AVAILABLE
638,Kacang Panjang biji,Kacang Panjang biji,nutrition1_indonesia,AVAILABLE
639,Kacang Panjang kukus,Kacang Panjang kukus,nutrition1_indonesia,AVAILABLE
640,Kacang Panjang tumis,Kacang Panjang tumis,nutrition1_indonesia,AVAILABLE
641,Kacang ranti polong,Kacang ranti polong,nutrition1_indonesia,AVAILABLE
642,Kacang sukro,Kacang sukro,nutrition1_indonesia,AVAILABLE
643,Kacang Sukro Putih,Kacang Sukro Putih,nutrition1_indonesia,AVAILABLE
644,Kacang Tanah atom,Kacang Tanah atom,nutrition1_indonesia,AVAILABLE
645,Kacang tanah goreng,Kacang tanah goreng,nutrition1_indonesia,AVAILABLE
646,Kacang Tanah kacang sari,Kacang Tanah kacang sari,nutrition1_indonesia,AVAILABLE
647,Kacang tanah kering,Kacang tanah kering,nutrition1_indonesia,AVAILABLE
648,Kacang Tanah Rebus,Kacang Tanah Rebus,nutrition1_indonesia,AVAILABLE
649,Kacang Tanah rebus berkulit,Kacang Tanah rebus berkulit,nutrition1_indonesia,AVAILABLE
650,Kacang Tanah rempeyek,Kacang Tanah rempeyek,nutrition1_indonesia,AVAILABLE
651,Kacang Tanah sangan berselaput,Kacang Tanah sangan berselaput,nutrition1_indonesia,AVAILABLE
652,Kacang tanah sangan tanpa selaput,Kacang tanah sangan tanpa selaput,nutrition1_indonesia,AVAILABLE
653,Kacang tanah sari,Kacang tanah sari,nutrition1_indonesia,AVAILABLE
654,Kacang Telur,Kacang Telur,nutrition1_indonesia,AVAILABLE
655,Kacang tolo / tunggak kering,Kacang tolo / tunggak kering,nutrition1_indonesia,AVAILABLE
656,Kacang tolo rebus,Kacang tolo rebus,nutrition1_indonesia,AVAILABLE
657,Kacang Tunggak (tolo),Kacang Tunggak (tolo),nutrition1_indonesia,AVAILABLE
658,Kacang Tunggak rebus,Kacang Tunggak rebus,nutrition1_indonesia,AVAILABLE
659,Kacang Tunggak rempeyek,Kacang Tunggak rempeyek,nutrition1_indonesia,AVAILABLE
660,Kacang tunis kering,Kacang tunis kering,nutrition1_indonesia,AVAILABLE
661,Kacang uci kering,Kacang uci kering,nutrition1_indonesia,AVAILABLE
662,Kacang urei kering,Kacang urei kering,nutrition1_indonesia,AVAILABLE
663,Kadada katembe,Kadada katembe,nutrition1_indonesia,AVAILABLE
664,Kaholeo masakan,Kaholeo masakan,nutrition1_indonesia,AVAILABLE
665,Kakap,Kakap,nutrition1_indonesia,AVAILABLE
666,Kalakai,Kalakai,nutrition1_indonesia,AVAILABLE
667,Kalio jeroan masakan,Kalio jeroan masakan,nutrition1_indonesia,AVAILABLE
668,Kalio kikil (tunjang) masakan,Kalio kikil (tunjang) masakan,nutrition1_indonesia,AVAILABLE
669,Kalio otak masakan,Kalio otak masakan,nutrition1_indonesia,AVAILABLE
670,Kalio telur masakan,Kalio telur masakan,nutrition1_indonesia,AVAILABLE
671,Kambing daging segar,Kambing daging segar,nutrition1_indonesia,AVAILABLE
672,Kambose,Kambose,nutrition1_indonesia,AVAILABLE
673,Kangkung,Kangkung,nutrition1_indonesia,AVAILABLE
674,Kangkung kukus,Kangkung kukus,nutrition1_indonesia,AVAILABLE
675,Kangkung rebus,Kangkung rebus,nutrition1_indonesia,AVAILABLE
