food_id,nutrition_key,food_name,source,status
207,Cengkeh kering,Cengkeh kering,nutrition1_indonesia,AVAILABLE
208,Centel,Centel,nutrition1_indonesia,AVAILABLE
209,Ceriping getuk singkong,Ceriping getuk singkong,nutrition1_indonesia,AVAILABLE
210,Chicken teriyaki masakan,Chicken teriyaki masakan,nutrition1_indonesia,AVAILABLE
211,Chikiniku masakan,Chikiniku masakan,nutrition1_indonesia,AVAILABLE
212,Coklat bubuk,Coklat bubuk,nutrition1_indonesia,AVAILABLE
213,Coklat Manis batang,Coklat Manis batang,nutrition1_indonesia,AVAILABLE
214,Coklat Pahit batang,Coklat Pahit batang,nutrition1_indonesia,AVAILABLE
215,Coklat Susu batang,Coklat Susu batang,nutrition1_indonesia,AVAILABLE
216,Combro,Combro,nutrition1_indonesia,AVAILABLE
217,Corned Beef,Corned Beef,nutrition1_indonesia,AVAILABLE
218,Coto mangkasara kuda masakan,Coto mangkasara kuda masakan,nutrition1_indonesia,AVAILABLE
219,Coto mangkasara sapi masakan,Coto mangkasara sapi masakan,nutrition1_indonesia,AVAILABLE
220,Cue Selar Kuning,Cue Selar Kuning,nutrition1_indonesia,AVAILABLE
221,Cuka,Cuka,nutrition1_indonesia,AVAILABLE
222,Cumi-cumi goreng,Cumi-cumi goreng,nutrition1_indonesia,AVAILABLE
223,Cumi-cumi segar,Cumi-cumi segar,nutrition1_indonesia,AVAILABLE
224,Daging Anak Sapi,Daging Anak Sapi,nutrition1_indonesia,AVAILABLE
225,Daging Asap,Daging Asap,nutrition1_indonesia,AVAILABLE
226,Daging Babi Gemuk,Daging Babi Gemuk,nutrition1_indonesia,AVAILABLE
227,Daging Babi Kurus,Daging Babi Kurus,nutrition1_indonesia,AVAILABLE
228,Daging Domba,Daging Domba,nutrition1_indonesia,AVAILABLE
229,Daging Kambing,Daging Kambing,nutrition1_indonesia,AVAILABLE
230,Daging Kerbau,Daging Kerbau,nutrition1_indonesia,AVAILABLE
231,Daging Kuda,Daging Kuda,nutrition1_indonesia,AVAILABLE
232,Daging Sapi,Daging Sapi,nutrition1_indonesia,AVAILABLE
233,Daun bangun-bangun segar,Daun bangun-bangun segar,nutrition1_indonesia,AVAILABLE
