Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,reason
DBL2306322245A1,AILIN FLUSH,AILIN FLUSH,WITCH HAZEL,WITCH HAZEL,no_curated_drug_category_match
DTL2022304046A1,AITO,AITO,TETRAHYDROZOLINE HYDROCHLORIDE,TETRAHYDROZOLINE HYDROCHLORIDE,no_curated_drug_category_match
DBL9516004609A1,AJITAB,AJITAB,CYANOCOBALAMIN,CYANOCOBALAMIN,no_curated_drug_category_match
DBL9516004609A1,AJITAB,AJITAB,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,no_curated_drug_category_match
DBL9516004609A1,AJITAB,AJITAB,THIAMINE MONONITRATE,THIAMINE MONONITRATE,no_curated_drug_category_match
DBL0109213410A1,AKITA,AKITA,ATTAPULGITE,ATTAPULGITE,no_curated_drug_category_match
DBL0109213410A1,AKITA,AKITA,ATTAPULGITE. PECTIN,ATTAPULGITE PECTIN,no_curated_drug_category_match
DBL0109213410A1,AKITA,AKITA,PECTIN,PECTIN,no_curated_drug_category_match
DTL9731804009A1,AKNIL,AKNIL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKL8500900538A1,AKTORALIN,AKTORALIN,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,no_curated_drug_category_match
DKI1751900401A1,AKYNZEO,AKYNZEO,NETUPITANT. PALONOSETRON HYDROCHLORIDE,NETUPITANT PALONOSETRON HYDROCHLORIDE,no_curated_drug_category_match
DTL2604533101A1,ALAXAN FR,ALAXAN FR,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKI0655900243A1,ALBAPURE 20,ALBAPURE 20,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
GKL0920936233A1,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,no_curated_drug_category_match
GKL2117115133A1,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,no_curated_drug_category_match
GKL2415635763A1,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,no_curated_drug_category_match
GKL2415636033A1,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,no_curated_drug_category_match
GKL2444409563A1,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,no_curated_drug_category_match
GKL9917107563A1,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,ALBENDAZOLE,no_curated_drug_category_match
DKL9111613101B1,ALBIOTIN,ALBIOTIN,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,no_curated_drug_category_match
DKL9311613101C1,ALBIOTIN,ALBIOTIN,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,no_curated_drug_category_match
DKL2410710846A1,ALBUCID,ALBUCID,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,no_curated_drug_category_match
DKI2355300449A1,ALBUMEP,ALBUMEP,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
DKI2060501149A1,ALBUMIN INJ. 20% - GCC,ALBUMIN INJ 20 GCC,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
DKI1910200149B1,ALBUMINAR 20,ALBUMINAR 20,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
DKI0510200149C1,ALBUMINAR 25,ALBUMINAR 25,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
DKI1910200149A1,ALBUMINAR 5,ALBUMINAR 5,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
DKI1509300849A1,ALBUNORM 20%,ALBUNORM 20,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
DKI1509300849B1,ALBUNORM 25%,ALBUNORM 25,HUMAN ALBUMIN,HUMAN ALBUMIN,no_curated_drug_category_match
DKL7203810646A1,ALBUVIT 10%,ALBUVIT 10,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,no_curated_drug_category_match
DKL7803810646B1,ALBUVIT 15%,ALBUVIT 15,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,no_curated_drug_category_match
DTL1809502937A1,ALCET,ALCET,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0317619136A1,ALCO,ALCO,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0317619237A1,ALCO FLU,ALCO FLU,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE,no_curated_drug_category_match
DTL0317619237A1,ALCO FLU,ALCO FLU,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0317619337A1,ALCO FLU PLUS BATUK,ALCO FLU PLUS BATUK,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE,no_curated_drug_category_match
DTL0317619337A1,ALCO FLU PLUS BATUK,ALCO FLU PLUS BATUK,DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE,no_curated_drug_category_match
DTL0317619337A1,ALCO FLU PLUS BATUK,ALCO FLU PLUS BATUK,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0317619237A1,ALCO PLUS,ALCO PLUS,PSEUDOEPHEDRINE HYDROCHLORIDE. BROMPHENIRAMINE MALEATE,PSEUDOEPHEDRINE HYDROCHLORIDE BROMPHENIRAMINE MALEATE,no_curated_drug_category_match
DTL0317619337A1,ALCO PLUS DMP,ALCO PLUS DMP,PSEUDOEPHEDRINE HYDROCHLORIDE. BROMPHENIRAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE,PSEUDOEPHEDRINE HYDROCHLORIDE BROMPHENIRAMINE MALEATE DEXTROMETHORPHAN HYDROBROMIDE,no_curated_drug_category_match
DTL2522265237A1,ALDISA JUNIOR,ALDISA JUNIOR,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2522265237A1,ALDISA JUNIOR,ALDISA JUNIOR,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL0522240003A1,ALDISA SR,ALDISA SR,LORATADINE,LORATADINE,no_curated_drug_category_match
DKL0522240003A1,ALDISA SR,ALDISA SR,PSEUDOEPHEDRINE SULFATE,PSEUDOEPHEDRINE SULFATE,no_curated_drug_category_match
DKL0522240003A1,ALDISA SR,ALDISA SR,PSEUDOEPHEDRINE SULFATE SUSTAINED RELEASE PELLETS,PSEUDOEPHEDRINE SULFATE SUSTAINED RELEASE PELLETS,no_curated_drug_category_match
DKL0522240003A1,ALDISA SR,ALDISA SR,PSEUDOEPHEDRINE SULFATE. LORATADINE. KOMBINASI-PSEUDOEPHEDRINE SULFATE SUSTAINED RELEASE PELLETS,PSEUDOEPHEDRINE SULFATE LORATADINE KOMBINASI PSEUDOEPHEDRINE SULFATE SUSTAINED RELEASE PELLETS,no_curated_drug_category_match
DKL0533307617A1,ALDOMER 5,ALDOMER 5,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,no_curated_drug_category_match
DKI2157510201A1,ALECENSA,ALECENSA,ALECTINIB HYDROCHLORIDE,ALECTINIB HYDROCHLORIDE,no_curated_drug_category_match
DKL9913309304A1,ALEGI,ALEGI,DEXAMETHASONE. DEXCHLORPHENIRAMINE MALEATE,DEXAMETHASONE DEXCHLORPHENIRAMINE MALEATE,no_curated_drug_category_match
DKI2167601646A1,ALEGYSAL,ALEGYSAL,PEMIROLAST POTASSIUM,PEMIROLAST POTASSIUM,no_curated_drug_category_match
DPL0933521010A1,ALENA,ALENA,ESTAZOLAM,ESTAZOLAM,no_curated_drug_category_match
DPL0933521010B1,ALENA,ALENA,ESTAZOLAM,ESTAZOLAM,no_curated_drug_category_match
DKL1642100429A2,ALENDION,ALENDION,ADAPALENE,ADAPALENE,no_curated_drug_category_match
DKL9708007710A1,ALERFED,ALERFED,PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE TRIPROLIDINE HYDROCHLORIDE,no_curated_drug_category_match
DTL9708007637A1,ALERFED,ALERFED,PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE TRIPROLIDINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2008026837A1,ALERFED PLUS EXPECTORANT,ALERFED PLUS EXPECTORANT,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DTL2008026837A1,ALERFED PLUS EXPECTORANT,ALERFED PLUS EXPECTORANT,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2008026837A1,ALERFED PLUS EXPECTORANT,ALERFED PLUS EXPECTORANT,TRIPROLIDINE HYDROCHLORIDE,TRIPROLIDINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2008026837A1,ALERFED PLUS EXPECTORANT,ALERFED PLUS EXPECTORANT,TRIPROLIDINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. GUAIFENESIN,TRIPROLIDINE HYDROCHLORIDE PSEUDOEPHEDRINE HYDROCHLORIDE GUAIFENESIN,no_curated_drug_category_match
DTL2010811537A1,ALERGIA,ALERGIA,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2610812010A1,ALERGIA,ALERGIA,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0312419617A1,ALERGINE,ALERGINE,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1413025037A1,ALERGON,ALERGON,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1513025110A1,ALERGON,ALERGON,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL9613306804A1,ALERHIS,ALERHIS,LORATADINE,LORATADINE,no_curated_drug_category_match
DTL0609216404A1,ALERMAX,ALERMAX,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DKL1923415637A1,ALERZIN,ALERZIN,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1923415637A1,ALERZIN,ALERZIN,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DKL1923415417A1,ALERZIN 10,ALERZIN 10,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1923415417A1,ALERZIN 10,ALERZIN 10,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DPL9908012310A1,"ALGANAX - 0,25",ALGANAX 0 25,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
DPL9908012310B1,"ALGANAX - 0,5",ALGANAX 0 5,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
DPL9908012310C1,ALGANAX - 1,ALGANAX 1,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
DKI2188802880A1,ALIMTA,ALIMTA,PEMETREXED DISODIUM HEPTAHYDRATE,PEMETREXED DISODIUM HEPTAHYDRATE,no_curated_drug_category_match
DKI2588803580A1,ALIMTA,ALIMTA,PEMETREXED DISODIUM HEPTAHYDRATE,PEMETREXED DISODIUM HEPTAHYDRATE,no_curated_drug_category_match
DKI2588803580B1,ALIMTA,ALIMTA,PEMETREXED DISODIUM HEPTAHYDRATE,PEMETREXED DISODIUM HEPTAHYDRATE,no_curated_drug_category_match
DTL2240101817A1,ALLEGRE,ALLEGRE,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0322718537A2,ALLERCYL KIDS,ALLERCYL KIDS,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0334003010A1,ALLERGEN,ALLERGEN,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL1504522837A1,ALLERIN EXPECTORANT,ALLERIN EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1504522837A1,ALLERIN EXPECTORANT,ALLERIN EXPECTORANT,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DTL1504522837A1,ALLERIN EXPECTORANT,ALLERIN EXPECTORANT,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1504522837A1,ALLERIN EXPECTORANT,ALLERIN EXPECTORANT,PSEUDOEPHEDRINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. SODIUM CITRATE DIHYDRATE. GUAIFENESIN,PSEUDOEPHEDRINE HYDROCHLORIDE DIPHENHYDRAMINE HYDROCHLORIDE SODIUM CITRATE DIHYDRATE GUAIFENESIN,no_curated_drug_category_match
DTL1504522837A1,ALLERIN EXPECTORANT,ALLERIN EXPECTORANT,SODIUM CITRATE DIHYDRATE,SODIUM CITRATE DIHYDRATE,no_curated_drug_category_match
DTL1806509410A1,ALLERMINE,ALLERMINE,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL8515201004A1,ALLERON,ALLERON,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2127915837A1,ALLERZEN,ALLERZEN,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2227916410A1,ALLERZEN,ALLERZEN,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DKL1806318331A1,ALLETROL COMPOSITUM,ALLETROL COMPOSITUM,DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,DEXAMETHASONE SODIUM PHOSPHATE NEOMYCIN SULFATE POLYMYXIN B SULFATE,no_curated_drug_category_match
DKL9606309746A1,ALLETROL COMPOSITUM,ALLETROL COMPOSITUM,DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,DEXAMETHASONE SODIUM PHOSPHATE NEOMYCIN SULFATE POLYMYXIN B SULFATE,no_curated_drug_category_match
DKL2206309746B1,ALLETROL COMPOSITUM FORTE,ALLETROL COMPOSITUM FORTE,POLYMYXIN B SULFATE. DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE,POLYMYXIN B SULFATE DEXAMETHASONE SODIUM PHOSPHATE NEOMYCIN SULFATE,no_curated_drug_category_match
DKL1815207404A1,ALLMEX,ALLMEX,DEXAMETHASONE,DEXAMETHASONE,no_curated_drug_category_match
DKL1815207404A1,ALLMEX,ALLMEX,DEXCHLORPHENIRAMINE MALEATE,DEXCHLORPHENIRAMINE MALEATE,no_curated_drug_category_match
DKL9304411010A1,ALLOHEX,ALLOHEX,LORATADINE,LORATADINE,no_curated_drug_category_match
DTL9304411010A1,ALLOHEX,ALLOHEX,LORATADINE,LORATADINE,no_curated_drug_category_match
DKL2118908310A1,ALLOPIM,ALLOPIM,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL2006420510A1,ALLOPRIL,ALLOPRIL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0201801410A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0407108210B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0602319210B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0634005710A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0634005710B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0708514410A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0708514410B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL0816910110A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1306314510A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1328911410A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1536704404B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1633313410A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1733314610A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1806314510B2,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1806509010A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1814108510A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1821023904A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1917105910B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1933215910A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL1944400610A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2009609110B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2017629210A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2017629210B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2021023904B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2118908410A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2122728410A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2134301110A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2140407410A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2140407410B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2423405910B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2425808010A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2444400610B1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL2540102004A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL9402319210A2,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL9817105910A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL9909210304A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
GKL9919607110A1,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DTL0222235137A1,ALLORIS,ALLORIS,LORATADINE,LORATADINE,no_curated_drug_category_match
DTL9322214710A1,ALLORIS,ALLORIS,LORATADINE,LORATADINE,no_curated_drug_category_match
DKL0908515510A1,ALLURIC,ALLURIC,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL0908515510B1,ALLURIC,ALLURIC,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DBL8821003363A1,ALMACON,ALMACON,DRIED ALUMINIUM HYDROXIDE GEL,DRIED ALUMINIUM HYDROXIDE GEL,no_curated_drug_category_match
DBL8821003363A1,ALMACON,ALMACON,MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,no_curated_drug_category_match
DBL8821003363A1,ALMACON,ALMACON,MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL. SIMETHICONE,MAGNESIUM HYDROXIDE DRIED ALUMINIUM HYDROXIDE GEL SIMETHICONE,no_curated_drug_category_match
DBL8821003363A1,ALMACON,ALMACON,SIMETHICONE,SIMETHICONE,no_curated_drug_category_match
DKL0604425710A1,ALODAN,ALODAN,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL0604425710B1,ALODAN 300,ALODAN 300,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL9709207004A1,ALOFAR 100,ALOFAR 100,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL0509207004B1,ALOFAR 300,ALOFAR 300,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL1033523610A1,ALOVELL,ALOVELL,ALENDRONATE SODIUM TRIHYDRATE,ALENDRONATE SODIUM TRIHYDRATE,no_curated_drug_category_match
DKL9933500810A1,ALOVELL,ALOVELL,ALENDRONATE SODIUM TRIHYDRATE,ALENDRONATE SODIUM TRIHYDRATE,no_curated_drug_category_match
DKL2227916710A1,ALOZEN,ALOZEN,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DTL9030902237A1,ALPARA,ALPARA,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL9030902237A1,ALPARA,ALPARA,DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE,no_curated_drug_category_match
DTL9030902237A1,ALPARA,ALPARA,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL9030902237A1,ALPARA,ALPARA,PHENYLPROPANOLAMINE HYDROCHLORIDE,PHENYLPROPANOLAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL9230902604A1,ALPARA,ALPARA,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,PARACETAMOL DEXTROMETHORPHAN HYDROBROMIDE PHENYLPROPANOLAMINE HYDROCHLORIDE CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DBL8930901437A1,ALPHAMOL,ALPHAMOL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL8930901936A1,ALPHAMOL,ALPHAMOL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL9230902704A1,ALPHAMOL,ALPHAMOL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKL2230914449A1,ALPHAMOL,ALPHAMOL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL2330902704B1,ALPHAMOL 500,ALPHAMOL 500,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
GPL0405036610B1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL0405036610C1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL1018823510A1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL1018823510B1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL1312426710A1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL1312426710B1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL1333310510A1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL1333310510B1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL2133310510C1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
GPL2617636110A1,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,ALPRAZOLAM,no_curated_drug_category_match
DTL1440401429A1,ALTADIS,ALTADIS,MICONAZOLE NITRATE,MICONAZOLE NITRATE,no_curated_drug_category_match
DKL1816708410B1,ALUGEN 100,ALUGEN 100,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL1816708410A1,ALUGEN 300,ALUGEN 300,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DBL2104218163A1,ALUMY,ALUMY,SIMETHICONE EMULSION 30. MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL,SIMETHICONE EMULSION 30 MAGNESIUM TRISILICATE DRIED ALUMINIUM HYDROXIDE GEL,no_curated_drug_category_match
DBL2504218433A1,ALUMY,ALUMY,DRIED ALUMINIUM HYDROXIDE GEL,DRIED ALUMINIUM HYDROXIDE GEL,no_curated_drug_category_match
DBL2504218433A1,ALUMY,ALUMY,MAGNESIUM TRISILICATE,MAGNESIUM TRISILICATE,no_curated_drug_category_match
DBL2504218433A1,ALUMY,ALUMY,SIMETHICONE EMULSION 30%,SIMETHICONE EMULSION 30,no_curated_drug_category_match
DKI2031500417A1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DKI2031500417B1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DKI2031500417C1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DKI2045600317A1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DKI2045600317B1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DKI2045600317C1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DKI2631500617B1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DKI2631500617C1,ALUNBRIG,ALUNBRIG,BRIGATINIB,BRIGATINIB,no_curated_drug_category_match
DBL2106512763A1,ALUSID,ALUSID,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,DRIED ALUMINIUM HYDROXIDE GEL MAGNESIUM HYDROXIDE,no_curated_drug_category_match
