Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,drug_category,match_pattern,match_type,source
GKL2021908615A1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL2106320715A1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL2134014415A1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL2244404515A1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL2344406515A1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL2433219015A1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL9807107615B1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL9819920415A1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL9819920415B1,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DTL2042800828A1,DICOREN,DICOREN,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL0617621917B1,DIFLAM 50,DIFLAM 50,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
GKL2015633143A1,DIGOXIN,DIGOXIN,DIGOXIN,DIGOXIN,glikosida_jantung,DIGOXIN,token_substring,curated_rule
GKL2133552643A1,DIGOXIN,DIGOXIN,DIGOXIN,DIGOXIN,glikosida_jantung,DIGOXIN,token_substring,curated_rule
GKL9907110910A1,DIGOXIN,DIGOXIN,DIGOXIN,DIGOXIN,glikosida_jantung,DIGOXIN,token_substring,curated_rule
DKI2086101943A1,DILANTIN,DILANTIN,PHENYTOIN SODIUM,PHENYTOIN SODIUM,antikonvulsan,PHENYTOIN,token_substring,curated_rule
DKL7219807303A1,DILANTIN,DILANTIN,PHENYTOIN SODIUM,PHENYTOIN SODIUM,antikonvulsan,PHENYTOIN,token_substring,curated_rule
DKL0734606410A1,DILAVASK,DILAVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1334606410B1,DILAVASK,DILAVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2022259143A1,DILTIASAN,DILTIASAN,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ccb,DILTIAZEM,token_substring,curated_rule
GKL9005007310A1,DILTIAZEM HCL,DILTIAZEM HCL,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ccb,DILTIAZEM,token_substring,curated_rule
GKL1731539443A1,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ccb,DILTIAZEM,token_substring,curated_rule
DKI2197301217A1,DIOVAN,DIOVAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2197301217B1,DIOVAN,DIOVAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2197301217C1,DIOVAN,DIOVAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2601700717A1,DIOVAN,DIOVAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2601700717B1,DIOVAN,DIOVAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2601700717C1,DIOVAN,DIOVAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL0711638410A1,DIVASK,DIVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0711638410B1,DIVASK,DIVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1605053143A1,DIVITI,DIVITI,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,antikoagulan,FONDAPARINUX,token_substring,curated_rule
DKL8811606915B1,DIVOLTAR,DIVOLTAR,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL1034608843A1,DKP,DKP,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKL0934608717A1,DKP 25,DKP 25,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKL9832701204A1,DOGESIC,DOGESIC,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL9709207601A1,DOHIXAT,DOHIXAT,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,antibiotik_tetrasiklin,DOXYCYCLINE,token_substring,curated_rule
DTL1630709033A1,DOLOFEN F,DOLOFEN F,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL1630709033A2,DOLOFEN F,DOLOFEN F,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL1530708501A1,DOLOFEN-F,DOLOFEN F,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL8528900904A1,DOLORSTAN FORTE,DOLORSTAN FORTE,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL1032713710A1,DOVASK,DOVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0535801401B1,DOXICOR 100,DOXICOR 100,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,antibiotik_tetrasiklin,DOXYCYCLINE,token_substring,curated_rule
DKL0535801401A1,DOXICOR 50,DOXICOR 50,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,antibiotik_tetrasiklin,DOXYCYCLINE,token_substring,curated_rule
LKE12055028,DOXYCYCLINE,DOXYCYCLINE,DOXYCYCLINE MONOHYDRATE,DOXYCYCLINE MONOHYDRATE,antibiotik_tetrasiklin,DOXYCYCLINE,token_substring,curated_rule
GKL1712427301A1,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,antibiotik_tetrasiklin,DOXYCYCLINE,token_substring,curated_rule
GKL9832703201A1,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,antibiotik_tetrasiklin,DOXYCYCLINE,token_substring,curated_rule
LKE21209014,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,antibiotik_tetrasiklin,DOXYCYCLINE,token_substring,curated_rule
DTL1903604833A1,DRATADIN,DRATADIN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKI1504000148A1,DUOXAL,DUOXAL,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE. FLUOCINOLONE ACETONIDE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE FLUOCINOLONE ACETONIDE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL0905043810A1,ECLID,ECLID,ACARBOSE,ACARBOSE,antidiabetes,ACARBOSE,token_substring,curated_rule
DKL0905043810B1,ECLID,ECLID,ACARBOSE,ACARBOSE,antidiabetes,ACARBOSE,token_substring,curated_rule
DKL2302508217A1,ECOROXIB 120,ECOROXIB 120,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2502508209C1,ECOROXIB 90,ECOROXIB 90,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2211647017A1,ECOXI,ECOXI,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2211647017B1,ECOXI,ECOXI,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2211647017C1,ECOXI,ECOXI,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL9722222016A1,EFLAGEN 25,EFLAGEN 25,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9722222016B1,EFLAGEN 50,EFLAGEN 50,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
LKE22222014,EFLAGEN 50,EFLAGEN 50,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL1933216006A1,EFOMET XR,EFOMET XR,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL1933216006B1,EFOMET XR,EFOMET XR,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2057200117A1,ELIQUIS,ELIQUIS,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKI2057200117B1,ELIQUIS,ELIQUIS,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKI2190702117A1,ELIQUIS,ELIQUIS,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKI2190702117B1,ELIQUIS,ELIQUIS,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DBL1611704010A1,EMOL OSK,EMOL OSK,CAFFEINE,CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DKL2634617717A1,EMPAFER,EMPAFER,EMPAGLIFLOZIN,EMPAGLIFLOZIN,antidiabetes,EMPAGLIFLOZIN,token_substring,curated_rule
DKL2634617717B1,EMPAFER,EMPAFER,EMPAGLIFLOZIN,EMPAGLIFLOZIN,antidiabetes,EMPAGLIFLOZIN,token_substring,curated_rule
GKL2102907743A1,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,antikoagulan,ENOXAPARIN,token_substring,curated_rule
DKI2262400143B1,ENOXRIN 4000,ENOXRIN 4000,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,antikoagulan,ENOXAPARIN,token_substring,curated_rule
DKI2262400143A1,ENOXRIN 6000,ENOXRIN 6000,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,antikoagulan,ENOXAPARIN,token_substring,curated_rule
DKL1704527537A1,EPIFRI,EPIFRI,SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,VALPROATE,token_substring,curated_rule
DKL2022259437A1,EPILEPSAN,EPILEPSAN,SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,VALPROATE,token_substring,curated_rule
DKL2133553206A1,EPILEV XR,EPILEV XR,LEVETIRACETAM,LEVETIRACETAM,antikonvulsan,LEVETIRACETAM,token_substring,curated_rule
DKL0533514701A1,EPIVEN,EPIVEN,GABAPENTIN,GABAPENTIN,antikonvulsan,GABAPENTIN,token_substring,curated_rule
DKL9808010409A1,ERAPHAGE,ERAPHAGE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL2106321146A1,ERFLOX,ERFLOX,OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,OFLOXACIN,token_substring,curated_rule
DKL2206321448A1,ERFLOX,ERFLOX,OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,OFLOXACIN,token_substring,curated_rule
DKL2506324360A1,ERFLOX,ERFLOX,OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,OFLOXACIN,token_substring,curated_rule
GKL8912509717A1,ERGOTAMINE CAFFEINE,ERGOTAMINE CAFFEINE,CAFFEINE,CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DKL0122717510A1,ERICAF,ERICAF,CAFFEINE,CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DKL2406322428A1,ERLAPAIN,ERLAPAIN,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DTL2406322428A1,ERLAPAIN,ERLAPAIN,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL2306322146A1,ERMOXIF,ERMOXIF,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL0406401210A1,ERPHAFILLIN,ERPHAFILLIN,AMINOPHYLLINE,AMINOPHYLLINE,xantin,AMINOPHYLLINE,token_substring,curated_rule
DKL1006414216A1,ERPHAFLAM,ERPHAFLAM,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DTL1106414828A1,ERPHAFLAM,ERPHAFLAM,DICLOFENAC DIETHYLAMINE,DICLOFENAC DIETHYLAMINE,nsaid,DICLOFENAC,token_substring,curated_rule
DKL1406416643A1,ERPHAPAIN,ERPHAPAIN,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL1606418117A1,ERPHAPAIN,ERPHAPAIN,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL1106414710B1,ERTENSI 10,ERTENSI 10,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1106414710A1,ERTENSI 5,ERTENSI 5,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1706317510A1,ERVASK,ERVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2506317510B1,ERVASK,ERVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DBL2511704410A1,ESEPULUH,ESEPULUH,CAFFEINE ANHYDROUS,CAFFEINE ANHYDROUS,xantin,CAFFEINE,token_substring,curated_rule
DTL2211704310A1,ESEPULUH NYERI OTOT,ESEPULUH NYERI OTOT,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL0534603217B1,ESVAT 10,ESVAT 10,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL0534603217C1,ESVAT 20,ESVAT 20,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL1506507010A1,ETACARVASK,ETACARVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0806505417B1,ETAFEN,ETAFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL0806505533A1,ETAFEN,ETAFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL0806505533B1,ETAFEN FORTE,ETAFEN FORTE,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL0806505533B1,ETAFEN FORTE,ETAFEN FORTE,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL9906501404A1,ETAFENIN,ETAFENIN,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL2206514217A1,ETAFLAM,ETAFLAM,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL1106506509A1,ETAFLOX,ETAFLOX,CIPROFLOXACIN HCL MONOHYDRATE,CIPROFLOXACIN HCL MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL1106506210A1,ETAPRIL,ETAPRIL,CAPTOPRIL,CAPTOPRIL,ace_arb,CAPTOPRIL,token_substring,curated_rule
DKL2506515117A1,ETAROLAC,ETAROLAC,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL1415716009A1,ETERLOX,ETERLOX,LEVETIRACETAM,LEVETIRACETAM,antikonvulsan,LEVETIRACETAM,token_substring,curated_rule
DKL2615723210A1,ETESAL,ETESAL,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2615723210B1,ETESAL,ETESAL,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL1240802443A1,ETOFION,ETOFION,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL2318834817A1,ETORIA 60,ETORIA 60,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2318834817B1,ETORIA 90,ETORIA 90,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL1733537417A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL1733537417B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL1733537417C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL1931543217A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL1931543217B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL1931543217C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2004529817A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2004529817B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2043501217A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2043501217B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2043501217C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2204529817C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2213324417A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2213324417B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2243010217A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2243010217B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2243010309A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2302508317A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2305519417A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2305519417B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2305519417C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2317631917A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2317631917B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2417631917C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2418835317A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2418835317B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2444409717A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2502508309C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2610403817A1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2610403817B1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
GKL2610403817C1,ETORICOXIB,ETORICOXIB,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2004529917B1,ETORIX 120,ETORIX 120,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2204529917C1,ETORIX 60,ETORIX 60,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2004529917A1,ETORIX 90,ETORIX 90,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL1633536017A1,ETORVEL,ETORVEL,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL1633536017B1,ETORVEL,ETORVEL,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL1633536017C1,ETORVEL,ETORVEL,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL7821630806A1,EUPHYLLIN RETARD,EUPHYLLIN RETARD,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DKL7821616714A1,EUPHYLLIN RETARD MITE,EUPHYLLIN RETARD MITE,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DKL7821616717A1,EUPHYLLIN RETARD MITE,EUPHYLLIN RETARD MITE,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DKI2163401910A1,EUTHYROX,EUTHYROX,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,tiroid,LEVOTHYROXINE,token_substring,curated_rule
DKI2163401910B1,EUTHYROX,EUTHYROX,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,tiroid,LEVOTHYROXINE,token_substring,curated_rule
DKI2363401910C1,EUTHYROX,EUTHYROX,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,tiroid,LEVOTHYROXINE,token_substring,curated_rule
DKI2363401910D1,EUTHYROX,EUTHYROX,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,tiroid,LEVOTHYROXINE,token_substring,curated_rule
DKL2340409017A1,EVIDUR,EVIDUR,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL1340806649A1,EVOFION,EVOFION,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL2140814917A1,EVOFION,EVOFION,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
LKE20227016,EXADON,EXADON,PARACETAMOL. CAFFEINE,PARACETAMOL CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DKL9608005717A1,EXAFLAM 25,EXAFLAM 25,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9608005717A1,EXAFLAM-25,EXAFLAM 25,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9608005717B1,EXAFLAM-50,EXAFLAM 50,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKI2197301017C1,EXFORGE 10/160,EXFORGE 10 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2197301017C1,EXFORGE 10/160,EXFORGE 10 160,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2601700617C1,EXFORGE 10/160,EXFORGE 10 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2601700617C1,EXFORGE 10/160,EXFORGE 10 160,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2197301017B1,EXFORGE 5/160,EXFORGE 5 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2197301017B1,EXFORGE 5/160,EXFORGE 5 160,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2601700617B1,EXFORGE 5/160,EXFORGE 5 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2601700617B1,EXFORGE 5/160,EXFORGE 5 160,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2197301017A1,EXFORGE 5/80,EXFORGE 5 80,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2197301017A1,EXFORGE 5/80,EXFORGE 5 80,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2601700617A1,EXFORGE 5/80,EXFORGE 5 80,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI2601700617A1,EXFORGE 5/80,EXFORGE 5 80,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2215721817A1,EXPRIO,EXPRIO,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
